latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
51.486,6.735,308.7,1.3,1.1,2017-10-16,1205,Aqua,MODIS,50,6.0NRT,294.6,9,D
51.483,6.718,308.5,1.3,1.1,2017-10-16,1205,Aqua,MODIS,0,6.0NRT,294.3,8.8,D
51.483,6.71,314.1,1.1,1,2017-10-16,2130,Terra,MODIS,89,6.0NRT,288.7,14.7,N
51.486,6.734,301.9,1.4,1.2,2017-10-17,1245,Aqua,MODIS,35,6.0NRT,289.7,6.3,D
51.486,6.71,305.6,1.9,1.4,2017-10-18,1005,Terra,MODIS,0,6.0NRT,291.5,15.9,D
51.49,6.739,316.6,1.4,1.2,2017-10-19,0125,Aqua,MODIS,94,6.0NRT,284.3,26.7,N
51.482,6.716,303.7,1.4,1.2,2017-10-19,0125,Aqua,MODIS,41,6.0NRT,283.6,12.1,N
51.483,6.711,307.7,1.1,1,2017-10-19,1235,Aqua,MODIS,0,6.0NRT,278.7,9.2,D
51.48,6.72,313.2,1.3,1.1,2017-11-01,1205,Aqua,MODIS,0,6.0NRT,282,17.6,D
51.483,6.716,300.9,1.1,1,2017-11-02,0135,Aqua,MODIS,19,6.0NRT,279.5,7.3,N
51.48,6.712,322.3,1,1,2017-11-03,2115,Terra,MODIS,56,6.0NRT,279.9,21.3,N
51.493,6.737,301.9,1,1,2017-11-03,2115,Terra,MODIS,22,6.0NRT,280.1,7.5,N
51.487,6.741,305.9,1.1,1,2017-11-04,1235,Aqua,MODIS,39,6.0NRT,287,7.9,D
51.485,6.726,302.4,1.1,1,2017-11-04,1235,Aqua,MODIS,39,6.0NRT,287,6.4,D
51.483,6.711,308.8,1.1,1,2017-11-04,1235,Aqua,MODIS,0,6.0NRT,287.6,10,D
51.482,6.715,307.2,1.1,1.1,2017-11-05,2105,Terra,MODIS,36,6.0NRT,275.9,12.6,N
51.493,6.739,336.1,1,1,2017-11-06,1035,Terra,MODIS,78,6.0NRT,284.3,39.8,D
51.484,6.724,307,1,1,2017-11-13,1045,Terra,MODIS,29,6.0NRT,281.5,9.1,D
51.486,6.712,306.2,1.4,1.2,2017-11-17,1020,Terra,MODIS,0,6.0NRT,282,15.4,D
51.485,6.712,305.6,1.5,1.2,2017-11-23,2055,Terra,MODIS,65,6.0NRT,280.2,17.5,N
51.483,6.7,300.4,1,1,2017-11-28,2110,Terra,MODIS,7,6.0NRT,274.6,8.1,N
51.364,6.712,303.5,1,1,2017-11-29,1045,Terra,MODIS,46,6.0NRT,276.4,9.4,D
51.484,6.723,300.8,1.3,1.1,2017-12-16,2100,Terra,MODIS,33,6.0NRT,273.4,13.4,N
51.364,6.716,300.3,1.6,1.3,2017-12-28,1010,Terra,MODIS,31,6.0NRT,272.9,17,D
51.484,6.733,300.7,1.5,1.2,2017-12-28,1200,Aqua,MODIS,39,6.0NRT,276.8,13.3,D
51.488,6.726,304.6,1.2,1.1,2017-12-29,0130,Aqua,MODIS,26,6.0NRT,273.7,13.4,N
51.366,6.713,303.4,1.2,1.1,2017-10-01,1100,Terra,MODIS,53,6.0NRT,278.7,10.7,D
51.362,6.707,317.3,1.1,1,2017-10-03,1235,Aqua,MODIS,73,6.0NRT,289.1,18.1,D
51.371,6.704,304.5,1.1,1,2017-10-16,2130,Terra,MODIS,60,6.0NRT,285.7,8.4,N
51.362,6.707,311.1,1.1,1,2017-10-19,1235,Aqua,MODIS,67,6.0NRT,280.9,12.2,D
51.363,6.703,303.7,1.1,1,2017-10-30,1030,Terra,MODIS,38,6.0NRT,283.4,8,D
51.366,6.702,300,1,1,2017-11-13,1045,Terra,MODIS,18,6.0NRT,281.2,6.7,D
51.367,6.716,303.2,1.1,1.1,2017-11-14,0200,Aqua,MODIS,54,6.0NRT,275.4,12.3,N
51.487,6.716,300.7,2.3,1.5,2017-10-16,0230,Aqua,MODIS,27,6.0NRT,285.1,19,N
51.52,6.967,306,1.2,1.1,2017-10-16,1205,Aqua,MODIS,60,6.0NRT,293,6.3,D
51.487,6.712,310,1.2,1.1,2017-11-02,1100,Terra,MODIS,0,6.0NRT,285.7,13.7,D
51.488,6.709,307.2,1,1,2017-11-03,2115,Terra,MODIS,71,6.0NRT,280.6,11.2,N
51.518,6.972,300.1,1,1,2017-11-10,2125,Terra,MODIS,15,6.0NRT,276.2,8.4,N
51.487,6.721,301.6,1,1,2017-11-19,2115,Terra,MODIS,43,6.0NRT,277.2,8.8,N
51.488,6.729,302.6,1,1,2017-11-28,2110,Terra,MODIS,28,6.0NRT,275.5,9.4,N
